estimate_id,ref,source_document_url,source_document_kind,source_locator,source_locator_status,locator_match_basis,match_score,audited_on
ICI-96dcba4ace-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-789050bded-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-94c74816c2-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-af48088927-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-d5599a7308-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,denominator,timepoint,population:1",14,2026-07-31
ICI-17009f0210-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-2ba924d213-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-b69c9f3b38-01,PMID:33836153,https://pubmed.ncbi.nlm.nih.gov/33836153/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-436bf42bcc-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-77a7f6d5bb-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,denominator,timepoint",13,2026-07-31
ICI-b076397f08-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-3eedef77bf-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-e83f5e10aa-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,value,denominator",14,2026-07-31
ICI-fc34e216db-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-5ee55a04ad-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,denominator,timepoint,population:1",14,2026-07-31
ICI-ec1c116e7f-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-d8b4271412-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-d60e8738c3-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,value,denominator,population:1",15,2026-07-31
ICI-a2b8ab3474-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-334657565c-01,PMID:33485464,https://pubmed.ncbi.nlm.nih.gov/33485464/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-fcb6ecd25e-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci",18,2026-07-31
ICI-acf81d8aa7-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator",14,2026-07-31
ICI-bc313ba925-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-a3fbd53406-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci,timepoint",21,2026-07-31
ICI-5e9ecac834-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci,timepoint",21,2026-07-31
ICI-ded3f3a8bb-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci,timepoint",21,2026-07-31
ICI-d6ede0840b-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,timepoint",17,2026-07-31
ICI-7599e31ef1-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,numerator/denominator,value,ci,population:2",26,2026-07-31
ICI-6046d61b34-01,PMID:30605211,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439847/,pmc_abstract,"Abstract, Results",verified,"endpoint,numerator/denominator,value,ci,population:2",26,2026-07-31
ICI-94980ac18f-01,PMID:30937889,https://pubmed.ncbi.nlm.nih.gov/30937889/,pubmed_abstract,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-a45ca3ed48-01,PMID:30937889,https://pubmed.ncbi.nlm.nih.gov/30937889/,pubmed_abstract,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-e9a3cf4215-01,PMID:31812554,https://doi.org/10.1016/S1470-2045(19)30671-0,publisher_full_text,"Table 1; Table 4 footnote; Results",verified,"endpoint,numerator/denominator,population,response status",30,2026-08-31
ICI-0415d548a7-01,PMID:34590004,https://pmc.ncbi.nlm.nih.gov/articles/PMC8474479/,pmc_full_text,Results > Efficacy of Nivolumab,located_unverified,"endpoint,value,denominator,ci,population:1",18,2026-07-31
ICI-ccaabf1e7d-01,DOI:10.1038/s41416-020-0775-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC7188798/,pmc_full_text,Table 2,verified,"endpoint,value",13,2026-07-31
ICI-460c94526d-01,DOI:10.1038/s41416-020-0775-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC7188798/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-dfafa7f774-01,DOI:10.1038/s41416-020-0775-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC7188798/,pmc_full_text,Results > Outcomes and adverse events,verified,"endpoint,value,ci,population:2",17,2026-07-31
ICI-c01eb65fd7-01,DOI:10.1038/s41416-020-0775-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC7188798/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-563a6f8b09-01,DOI:10.1038/s41416-020-0775-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC7188798/,pmc_full_text,Fig. 2,verified,"endpoint,denominator,timepoint",12,2026-07-31
ICI-bb868e2991-01,DOI:10.1038/s41416-020-0775-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC7188798/,pmc_full_text,Results > Outcomes and adverse events,verified,"endpoint,timepoint,population:2",12,2026-07-31
ICI-88d294e374-01,DOI:10.1158/1078-0432.CCR-19-3356,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,verified,"endpoint,value,denominator,ci,population:3",20,2026-07-31
ICI-60d4f8bbbc-01,DOI:10.1158/1078-0432.CCR-19-3356,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-31747d5688-01,DOI:10.1158/1078-0432.CCR-19-3356,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,"Abstract, Results:",verified,"endpoint,numerator/denominator,value,denominator,population:3",25,2026-07-31
ICI-b5215aa0e8-01,DOI:10.1158/1078-0432.CCR-19-3356,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,located_unverified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-738e4fb409-01,DOI:10.1158/1078-0432.CCR-19-3356,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,located_unverified,"endpoint,value,denominator,timepoint,population:3",19,2026-07-31
ICI-0bf25b2b25-01,DOI:10.1158/1078-0432.CCR-19-3356,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,located_unverified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-e715592be4-01,PMID:33882143,https://pmc.ncbi.nlm.nih.gov/articles/PMC8606104/,pmc_full_text,"Abstract; Results, Patient Characteristics",verified,manual review: value supported only for pan-site cohort; not LCNEC-specific,,2026-09-15
ICI-7b3b08cecf-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,denominator,population:2",16,2026-07-31
ICI-f3eaf068a8-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,denominator,population:2",16,2026-07-31
ICI-06a156aa56-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,denominator,population:2",16,2026-07-31
ICI-7854e29adf-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-a768796126-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,denominator,timepoint,population:2",19,2026-07-31
ICI-a527ac98b1-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value_status,denominator,timepoint,population:2",19,2026-07-31
ICI-87addd4403-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,denominator,timepoint,population:2",19,2026-07-31
ICI-a36ef6e5bd-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,denominator,timepoint,population:2",19,2026-07-31
ICI-1d5ca61403-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,population:2",14,2026-07-31
ICI-7cff0da616-01,PMID:30726175,https://pmc.ncbi.nlm.nih.gov/articles/PMC6424137/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,population:2",14,2026-07-31
ICI-ccdfa8d759-01,PMID:27592805,https://pmc.ncbi.nlm.nih.gov/articles/PMC5587154/,pmc_full_text,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-99299f59bb-01,PMID:27592805,https://pmc.ncbi.nlm.nih.gov/articles/PMC5587154/,pmc_full_text,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-773d20dd9d-01,PMID:27592805,https://pmc.ncbi.nlm.nih.gov/articles/PMC5587154/,pmc_full_text,Results,verified,"endpoint,value,denominator,population:2",15,2026-07-31
ICI-6e7e54bf2e-01,PMID:29566106,https://pmc.ncbi.nlm.nih.gov/articles/PMC5885245/,pmc_abstract,"Abstract, Findings",verified,"endpoint,value,ci,population:5",19,2026-07-31
ICI-dde3cbb439-01,PMID:29566106,https://pmc.ncbi.nlm.nih.gov/articles/PMC5885245/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,ci,population:1",17,2026-07-31
ICI-0a630591c2-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,"Abstract, Results:",verified,"endpoint,numerator/denominator,value,denominator",22,2026-07-31
ICI-8b52db339e-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,verified,"endpoint,value,ci,timepoint,population:1",19,2026-07-31
ICI-6a3f52e698-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,Table 3,verified,curated estimate note names the exact source table or figure,0,2026-07-31
ICI-c8a3a23b71-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,verified,"endpoint,value,denominator,population:1",14,2026-07-31
ICI-a090cf83d4-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,verified,"endpoint,value,denominator,ci,timepoint,population:1",21,2026-07-31
ICI-ea71995808-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,verified,"endpoint,value,denominator,ci,timepoint,population:1",21,2026-07-31
ICI-75b2111485-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-13b5aaab8c-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,"Abstract, Results:",verified,"endpoint,numerator/denominator,value,denominator,population:1",23,2026-07-31
ICI-355f32ded8-01,PMID:31969335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7231627/,pmc_full_text,RESULTS > Outcomes,verified,"endpoint,value,denominator,ci,timepoint,population:1",21,2026-07-31
ICI-f7f5629e48-01,PMID:40588371,https://pmc.ncbi.nlm.nih.gov/articles/PMC12211841/,pmc_full_text,"Abstract, Results",verified,"endpoint,numerator/denominator,value,denominator,population:1",23,2026-07-31
ICI-fe80bb5e52-01,PMID:40588371,https://pmc.ncbi.nlm.nih.gov/articles/PMC12211841/,pmc_full_text,"Abstract, Results",verified,"endpoint,numerator/denominator,value,denominator,population:1",23,2026-07-31
ICI-b246e329ef-01,PMID:40588371,https://pmc.ncbi.nlm.nih.gov/articles/PMC12211841/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-c89ab52570-01,PMID:40588371,https://pmc.ncbi.nlm.nih.gov/articles/PMC12211841/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-de9e5a30cc-01,PMID:40588371,https://pmc.ncbi.nlm.nih.gov/articles/PMC12211841/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-32cfae9d16-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,Abstract,verified,"endpoint,value,ci,population:3",19,2026-07-31
ICI-e2e0c7bc2d-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-49f4b7f6b3-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-afbed127c7-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-d5996912bf-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-83f29e3c08-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-f4791d45c7-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-c9c49d3d02-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-2c3303896a-01,PMID:28837405,https://pubmed.ncbi.nlm.nih.gov/28837405/,pubmed_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-d9b891ea7b-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-055dc2375c-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator",14,2026-07-31
ICI-18809bdc03-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator",14,2026-07-31
ICI-087048cc5d-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator,timepoint",17,2026-07-31
ICI-49c24efa4a-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator",14,2026-07-31
ICI-f409f20189-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator",14,2026-07-31
ICI-c776b9c9ae-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value_status,denominator,timepoint",17,2026-07-31
ICI-c42fbc7316-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,population:2",14,2026-07-31
ICI-24dc92c1d2-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,population:2",14,2026-07-31
ICI-ff2a7114e3-01,PMID:31046082,https://pubmed.ncbi.nlm.nih.gov/31046082/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-4813ec6cff-01,PMID:30676622,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439837/,pmc_abstract,"Abstract, Findings",verified,"endpoint,value,denominator,population:6",17,2026-07-31
ICI-623c9361ee-01,PMID:30676622,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439837/,pmc_abstract,"Abstract, Findings",verified,"endpoint,value,denominator,population:6",17,2026-07-31
ICI-1fb161edd5-01,PMID:30676622,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439837/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,population:3",15,2026-07-31
ICI-33fc6052f9-01,PMID:30676622,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439837/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,ci,timepoint,population:3",22,2026-07-31
ICI-5a315e2755-01,PMID:30676622,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439837/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,ci,population:3",19,2026-07-31
ICI-f39b833d2e-01,PMID:30557521,https://pubmed.ncbi.nlm.nih.gov/30557521/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-7a6ef511cd-01,NCT02054806,https://clinicaltrials.gov/study/NCT02054806,clinicaltrials_results,"Results, Outcome Measures: Progression Free Survival (PFS)",verified,"endpoint,value,ci,timepoint,population:2",21,2026-07-31
ICI-73ebd85448-01,NCT02054806,https://clinicaltrials.gov/study/NCT02054806,clinicaltrials_results,"Results, Outcome Measures: Overall Survival (OS)",verified,"endpoint,value,ci,timepoint,population:2",21,2026-07-31
ICI-75483f30c4-01,PMID:31682550,https://pmc.ncbi.nlm.nih.gov/articles/PMC8184060/,pmc_abstract,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-f45b1f0a1b-01,PMID:31682550,https://pmc.ncbi.nlm.nih.gov/articles/PMC8184060/,pmc_abstract,"Abstract, RESULTS",located_unverified,"endpoint,timepoint,population:1",12,2026-07-31
ICI-9764b17ea3-01,PMID:31682550,https://pmc.ncbi.nlm.nih.gov/articles/PMC8184060/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,timepoint,population:1",12,2026-07-31
ICI-f36557e601-01,PMID:31682550,https://pmc.ncbi.nlm.nih.gov/articles/PMC8184060/,pmc_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-221c1cd978-01,DOI:10.3390/cancers12082307,https://pmc.ncbi.nlm.nih.gov/articles/PMC7465458/,pmc_full_text,Abstract,verified,"endpoint,value,ci,population:3",19,2026-07-31
ICI-a1a6f8e91c-01,DOI:10.3390/cancers12082307,https://pmc.ncbi.nlm.nih.gov/articles/PMC7465458/,pmc_full_text,Abstract,verified,"endpoint,value,ci,population:3",19,2026-07-31
ICI-4d31fb10e5-01,DOI:10.3390/cancers12082307,https://pmc.ncbi.nlm.nih.gov/articles/PMC7465458/,pmc_full_text,3. Results > 3.2. Efficacy,verified,"endpoint,value,ci,population:2",17,2026-07-31
ICI-aa8e0e890b-01,DOI:10.3390/cancers12082307,https://pmc.ncbi.nlm.nih.gov/articles/PMC7465458/,pmc_full_text,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-6281a487c7-01,DOI:10.3390/cancers12082307,https://pmc.ncbi.nlm.nih.gov/articles/PMC7465458/,pmc_full_text,Abstract,verified,"endpoint,value,timepoint,population:3",18,2026-07-31
ICI-fd7e905841-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Results and discussion,verified,"endpoint,value,denominator,ci,population:4",20,2026-07-31
ICI-1caa113469-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Abstract,verified,"endpoint,value,population:6",15,2026-07-31
ICI-de9631f7ee-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Results and discussion,verified,"endpoint,value,denominator,population:4",16,2026-07-31
ICI-43337d59b5-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Results and discussion,verified,"endpoint,value_status,denominator,timepoint,population:4",19,2026-07-31
ICI-b82af851d3-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Results and discussion,verified,"endpoint,value,denominator,timepoint,population:4",19,2026-07-31
ICI-80526a3d45-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-823bcca221-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Results and discussion,verified,"endpoint,value,denominator,timepoint,population:4",19,2026-07-31
ICI-993251207f-01,PMID:37130017,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651864/,pmc_full_text,Results and discussion,verified,"endpoint,value,denominator,population:4",16,2026-07-31
ICI-65b09fc32a-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,ci",16,2026-07-31
ICI-59d848ef55-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value",12,2026-07-31
ICI-d713c0dc99-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value_status,timepoint",15,2026-07-31
ICI-973c34629c-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,timepoint",15,2026-07-31
ICI-7d7294a673-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value",12,2026-07-31
ICI-22ad261368-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value",12,2026-07-31
ICI-dd833f74d7-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,timepoint",15,2026-07-31
ICI-9bd6e089dc-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,timepoint",15,2026-07-31
ICI-88d78f32ac-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value",12,2026-07-31
ICI-11b6a5fbea-01,PMID:31774688,https://pmc.ncbi.nlm.nih.gov/articles/PMC7186583/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value,timepoint",15,2026-07-31
ICI-f37d406872-01,,,missing_citation,,not_applicable,curator-derived value,0,2026-07-31
ICI-d0e29b28b2-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,numerator/denominator,value,denominator,population:1",23,2026-07-31
ICI-9e86265bd9-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,RESULTS > PRIMARY END POINT,verified,"endpoint,numerator/denominator,value,denominator,ci,timepoint,population:1",29,2026-07-31
ICI-670b86ac82-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,Figure 2,verified,"endpoint,value,ci,timepoint,population:1",19,2026-07-31
ICI-045f96bd06-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-157d1b1849-01,PMID:34380663,https://pmc.ncbi.nlm.nih.gov/articles/PMC8330584/,pmc_full_text,"Abstract, Results",verified,"endpoint,numerator/denominator,value,population:1",21,2026-07-31
ICI-d4b9ddceed-01,PMID:34380663,https://pmc.ncbi.nlm.nih.gov/articles/PMC8330584/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-9676c4df19-01,PMID:34380663,https://pmc.ncbi.nlm.nih.gov/articles/PMC8330584/,pmc_full_text,Results > Outcomes,verified,"endpoint,value,denominator,ci,population:1",18,2026-07-31
ICI-a30213aaed-01,PMID:34380663,https://pmc.ncbi.nlm.nih.gov/articles/PMC8330584/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
