estimate_id,ref,source_document_url,source_document_kind,source_locator,source_locator_status,locator_match_basis,match_score,audited_on
ICI-4ab1cc05e0-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,RESULTS > PRIMARY END POINT,verified,"endpoint,numerator/denominator,value,denominator,ci,timepoint,population:2",30,2026-07-31
ICI-cae877771b-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value_status,denominator,timepoint,population:1",18,2026-07-31
ICI-b6d5eed7d9-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value_status,denominator,timepoint,population:1",18,2026-07-31
ICI-c0e3d71f07-01,PMID:31725351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7031958/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,ci,population:2",18,2026-07-31
ICI-83fc7a73eb-01,PMID:31725351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7031958/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,ci,population:2",18,2026-07-31
ICI-64ef2b753a-01,PMID:31725351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7031958/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,ci,timepoint,population:2",21,2026-07-31
ICI-2f6ad095ba-01,PMID:31725351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7031958/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,ci,timepoint,population:2",21,2026-07-31
ICI-95c9d7f68b-01,PMID:31725351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7031958/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-e038d0a7a4-01,PMID:31725351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7031958/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value_status,timepoint,population:2",17,2026-07-31
ICI-06e5425c5f-01,PMID:31725351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7031958/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value_status,denominator,timepoint,population:2",19,2026-07-31
ICI-e97c6a0bbe-01,PMID:29355075,https://pubmed.ncbi.nlm.nih.gov/29355075/,pubmed_abstract,Abstract,verified,"endpoint,value,denominator,ci,timepoint,population:4",24,2026-07-31
ICI-6666b2cffd-01,PMID:29355075,https://pubmed.ncbi.nlm.nih.gov/29355075/,pubmed_abstract,Abstract,verified,"endpoint,value,denominator,population:4",17,2026-07-31
ICI-2cb41f5e7b-01,PMID:29355075,https://pubmed.ncbi.nlm.nih.gov/29355075/,pubmed_abstract,Abstract,verified,"endpoint,value,denominator,population:4",17,2026-07-31
ICI-43925d1c0f-01,PMID:29355075,https://pubmed.ncbi.nlm.nih.gov/29355075/,pubmed_abstract,Abstract,verified,"endpoint,value,denominator,timepoint,population:4",20,2026-07-31
ICI-da9d41fc80-01,PMID:29355075,https://pubmed.ncbi.nlm.nih.gov/29355075/,pubmed_abstract,Abstract,verified,"endpoint,value,denominator,population:4",17,2026-07-31
ICI-4b5e624be8-01,PMID:29355075,https://pubmed.ncbi.nlm.nih.gov/29355075/,pubmed_abstract,Abstract,verified,"endpoint,value,denominator,timepoint,population:4",20,2026-07-31
ICI-e25634c12d-01,PMID:29355075,https://pubmed.ncbi.nlm.nih.gov/29355075/,pubmed_abstract,Abstract,verified,"endpoint,value_status,denominator,timepoint,population:4",20,2026-07-31
ICI-1086e5daaf-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci",18,2026-07-31
ICI-e8b415c4d8-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator",14,2026-07-31
ICI-d535bbe754-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci",18,2026-07-31
ICI-f21f4fb8c6-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value_status,denominator,timepoint",17,2026-07-31
ICI-c391647a74-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value_status,denominator,timepoint",17,2026-07-31
ICI-172bcbe950-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator,timepoint",17,2026-07-31
ICI-f71970a937-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,denominator,timepoint",17,2026-07-31
ICI-126ce979c6-01,PMID:34637336,https://pubmed.ncbi.nlm.nih.gov/34637336/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value_status,denominator,timepoint",17,2026-07-31
ICI-fac074c76d-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,numerator/denominator,value,denominator,population:1",23,2026-07-31
ICI-065ff92796-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,RESULTS > PRIMARY END POINT,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-bbff8c381a-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-54d6c0c112-01,PMID:26028255,https://pmc.ncbi.nlm.nih.gov/articles/PMC4481136/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-033c8882f9-01,PMID:31532724,https://pmc.ncbi.nlm.nih.gov/articles/PMC6943974/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value",12,2026-07-31
ICI-8f71cb2eac-01,PMID:31532724,https://pmc.ncbi.nlm.nih.gov/articles/PMC6943974/,pmc_abstract,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-c32679e1c3-01,PMID:31532724,https://pmc.ncbi.nlm.nih.gov/articles/PMC6943974/,pmc_abstract,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-57d9af4608-01,PMID:31532724,https://pmc.ncbi.nlm.nih.gov/articles/PMC6943974/,pmc_abstract,"Abstract, RESULTS",verified,"endpoint,value_status,timepoint",15,2026-07-31
ICI-9459107c19-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-5d159331b2-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-d107db86df-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-353edd1447-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,denominator,ci,timepoint,population:3",19,2026-07-31
ICI-f4c11e3e55-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-e16f38e43f-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-cb4fc6cc85-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-2f44f89310-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-001726a0e3-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-e42db6628c-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-d7188974ab-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,population:1",15,2026-07-31
ICI-fad62b3255-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-b8f9719958-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-4182f54785-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,"Abstract, Results",located_unverified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-1978c8ccd2-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,"Abstract, Results",located_unverified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-5ccaa6b719-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,"Abstract, Results",located_unverified,"endpoint,value,denominator,population:1",15,2026-07-31
ICI-c8e2ba8f45-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-aef2b3301d-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-732c723e34-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,"Abstract, Results",located_unverified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-1452386811-01,PMID:30620669,https://pmc.ncbi.nlm.nih.gov/articles/PMC6528729/,pmc_abstract,"Abstract, Results",located_unverified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-15c4121090-01,PMID:31609651,https://pmc.ncbi.nlm.nih.gov/articles/PMC6881098/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator",14,2026-07-31
ICI-c09b429cc5-01,PMID:31609651,https://pmc.ncbi.nlm.nih.gov/articles/PMC6881098/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator",14,2026-07-31
ICI-e045c0d841-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,"Table 1; Results, Biomarker Analyses",verified,"manual source review of endpoint, population and denominator; see docs/curation-audit.md",,2026-09-15
ICI-b3d75c53c7-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-f6db400548-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,timepoint,population:3",19,2026-07-31
ICI-d318c83a29-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,located_unverified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-508bc91a3e-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-0ec5911eda-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-551c15df42-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-93676babf6-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,timepoint,population:3",19,2026-07-31
ICI-ab59b6106e-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,located_unverified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-7014291b7c-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-96b4d412b9-01,PMID:31582355,https://pubmed.ncbi.nlm.nih.gov/31582355/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-f81f4324e3-01,PMID:31582355,https://pubmed.ncbi.nlm.nih.gov/31582355/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-a0755a9960-01,PMID:31582355,https://pubmed.ncbi.nlm.nih.gov/31582355/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,timepoint,population:1",12,2026-07-31
ICI-db97f9fefe-01,PMID:31582355,https://pubmed.ncbi.nlm.nih.gov/31582355/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-a89af1a5e9-01,PMID:31582355,https://pubmed.ncbi.nlm.nih.gov/31582355/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-2a529a2f70-01,PMID:31582355,https://pubmed.ncbi.nlm.nih.gov/31582355/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,denominator,timepoint,population:1",14,2026-07-31
ICI-a4abe5b031-01,PMID:33026938,https://pubmed.ncbi.nlm.nih.gov/33026938/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-ba043c8be9-01,PMID:35108470,https://www.fda.gov/media/182144/download,regulatory_trial_report,CheckMate 648 all-randomized ORR; FDA 2024 sponsor briefing Figure 2.3.2.2-6,verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-b6aab72384-01,PMID:35108470,https://pubmed.ncbi.nlm.nih.gov/35108470/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-f8c46d915d-01,PMID:35108470,https://pubmed.ncbi.nlm.nih.gov/35108470/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint",15,2026-07-31
ICI-1a821e877e-01,PMID:35108470,https://pubmed.ncbi.nlm.nih.gov/35108470/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-0d68475749-01,PMID:35108470,https://pubmed.ncbi.nlm.nih.gov/35108470/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-7adb9b1ccb-01,PMID:35108470,https://pubmed.ncbi.nlm.nih.gov/35108470/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-30fdf982ae-01,PMID:35108470,https://pubmed.ncbi.nlm.nih.gov/35108470/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-975d83e915-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,verified,"endpoint,numerator/denominator,value,denominator,ci,population:6",29,2026-07-31
ICI-7b62042b23-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-ad7e64190e-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-a65827d41e-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,verified,"endpoint,denominator,timepoint,population:6",16,2026-07-31
ICI-a85db4ba09-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,verified,"endpoint,value,denominator,ci,timepoint,population:6",24,2026-07-31
ICI-d2872bd715-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-abaced8733-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-b6231dd107-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-b18146c252-01,DOI:10.1182/blood.2019004753,https://pmc.ncbi.nlm.nih.gov/articles/PMC7869188/,pmc_abstract,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-e680dc5342-01,PMID:32437507,https://pmc.ncbi.nlm.nih.gov/articles/PMC7243167/,pmc_full_text,"Results, response-evaluable population",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-36ae967c82-01,PMID:32437507,https://pmc.ncbi.nlm.nih.gov/articles/PMC7243167/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci,timepoint",21,2026-07-31
ICI-2adc60ea45-01,PMID:32437507,https://pmc.ncbi.nlm.nih.gov/articles/PMC7243167/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,timepoint",17,2026-07-31
ICI-1b70a4143f-01,PMID:32437507,https://pmc.ncbi.nlm.nih.gov/articles/PMC7243167/,pmc_full_text,"Results, response-evaluable population",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-6fd5feb80c-01,PMID:32437507,https://pmc.ncbi.nlm.nih.gov/articles/PMC7243167/,pmc_full_text,"Abstract, Results",verified,"endpoint,denominator,timepoint",13,2026-07-31
ICI-f24b5cba72-01,PMID:32437507,https://pmc.ncbi.nlm.nih.gov/articles/PMC7243167/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,timepoint",17,2026-07-31
ICI-78740348d5-01,PMID:29584546,https://pmc.ncbi.nlm.nih.gov/articles/PMC6075855/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci,population:1",19,2026-07-31
ICI-ccd67105ee-01,PMID:29584546,https://pmc.ncbi.nlm.nih.gov/articles/PMC6075855/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci,timepoint,population:1",22,2026-07-31
ICI-0401547eae-01,PMID:29584546,https://pmc.ncbi.nlm.nih.gov/articles/PMC6075855/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci,timepoint,population:1",22,2026-07-31
ICI-2588285332-01,PMID:29584546,https://pmc.ncbi.nlm.nih.gov/articles/PMC6075855/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-5376b48c43-01,PMID:37530622,https://pubmed.ncbi.nlm.nih.gov/37530622/,pubmed_abstract,"Abstract, Results",verified,"manual source review of endpoint, population and denominator; see docs/curation-audit.md",,2026-09-15
ICI-92255bb6fc-01,PMID:28441111,https://pmc.ncbi.nlm.nih.gov/articles/PMC5791843/,pmc_abstract,"Abstract, Results",verified,"endpoint,denominator,ci",14,2026-07-31
ICI-1a1f13bbdd-01,PMID:28441111,https://pmc.ncbi.nlm.nih.gov/articles/PMC5791843/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci",18,2026-07-31
ICI-7049d9192b-01,PMID:31409671,https://pmc.ncbi.nlm.nih.gov/articles/PMC6776792/,pmc_abstract,Abstract,verified,"endpoint,value,denominator,ci,population:6",21,2026-07-31
ICI-721ac01874-01,PMID:31409671,https://pmc.ncbi.nlm.nih.gov/articles/PMC6776792/,pmc_abstract,Abstract,verified,"endpoint,value,denominator,population:6",17,2026-07-31
ICI-61867d5430-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-9ae9f65246-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,denominator,timepoint,population:2",15,2026-07-31
ICI-3d65890d97-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-3db57f96fc-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-1b0d20ad25-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,denominator,timepoint,population:3",16,2026-07-31
ICI-4c8dcac8de-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-743e9b1529-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-400ae9a1d4-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",verified,"endpoint,timepoint,population:2",13,2026-07-31
ICI-6d0e8d650e-01,PMID:31679945,https://pubmed.ncbi.nlm.nih.gov/31679945/,pubmed_abstract,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-115459b2ac-01,DOI:10.1016/j.ejca.2018.11.015,https://doi.org/10.1016/j.ejca.2018.11.015,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-1c58e794bd-01,DOI:10.1016/j.ejca.2018.11.015,https://doi.org/10.1016/j.ejca.2018.11.015,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-0806626c27-01,DOI:10.1016/j.ejca.2018.11.015,https://doi.org/10.1016/j.ejca.2018.11.015,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-68b73b8a7c-01,DOI:10.1016/j.ejca.2018.11.015,https://doi.org/10.1016/j.ejca.2018.11.015,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-63197a5a9a-01,DOI:10.1016/j.ejca.2018.11.015,https://doi.org/10.1016/j.ejca.2018.11.015,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-33e04a560a-01,DOI:10.1016/j.ejca.2018.11.015,https://doi.org/10.1016/j.ejca.2018.11.015,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-399cb5d0cb-01,DOI:10.1016/j.ejca.2018.11.015,https://doi.org/10.1016/j.ejca.2018.11.015,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-ae503046aa-01,PMID:30383184,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439564/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,ci,population:2",18,2026-07-31
ICI-4614dbd717-01,PMID:30383184,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439564/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci,population:1",19,2026-07-31
ICI-c9a3ab079d-01,PMID:30383184,https://pmc.ncbi.nlm.nih.gov/articles/PMC6439564/,pmc_abstract,"Abstract, Results",verified,"endpoint,value,denominator,ci,population:2",20,2026-07-31
ICI-876f6088ed-01,PMID:29955135,https://pmc.ncbi.nlm.nih.gov/articles/PMC6048158/,pmc_full_text,Table 3,verified,curated estimate note names the exact source table or figure,0,2026-07-31
ICI-ab6de4e7c2-01,PMID:27646946,https://pmc.ncbi.nlm.nih.gov/articles/PMC6804896/,pmc_full_text,RESULTS > Efficacy,verified,"endpoint,numerator/denominator,value,denominator,population:2",23,2026-07-31
ICI-525a85c4f5-01,PMID:27646946,https://pmc.ncbi.nlm.nih.gov/articles/PMC6804896/,pmc_full_text,RESULTS > Efficacy,verified,"endpoint,value,denominator,timepoint,population:2",18,2026-07-31
ICI-092506171c-01,PMID:27646946,https://pmc.ncbi.nlm.nih.gov/articles/PMC6804896/,pmc_full_text,RESULTS > Efficacy,verified,"endpoint,value,denominator,timepoint,population:2",18,2026-07-31
ICI-495787714d-01,PMID:29955135,https://pmc.ncbi.nlm.nih.gov/articles/PMC6048158/,pmc_full_text,Table 3,verified,curated estimate note names the exact source table or figure,0,2026-07-31
ICI-8c52580418-01,PMID:27646946,https://pmc.ncbi.nlm.nih.gov/articles/PMC6804896/,pmc_full_text,RESULTS > Efficacy,verified,"endpoint,numerator/denominator,value,denominator,population:2",23,2026-07-31
ICI-3023486645-01,PMID:27646946,https://pmc.ncbi.nlm.nih.gov/articles/PMC6804896/,pmc_full_text,RESULTS > Efficacy,verified,"endpoint,value,denominator,timepoint,population:2",18,2026-07-31
ICI-3fb6937ac4-01,PMID:27646946,https://pmc.ncbi.nlm.nih.gov/articles/PMC6804896/,pmc_full_text,RESULTS > Efficacy,verified,"endpoint,value,denominator,timepoint,population:2",18,2026-07-31
ICI-7487baac53-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,population:1",13,2026-07-31
ICI-40be47aad0-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator,population:1",15,2026-07-31
ICI-5b931e41ff-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-c6f8144c0b-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,denominator,timepoint,population:1",14,2026-07-31
