dataset,row_key,cancer_code,regimen,metric,value,reference,source_review_status,source_locator,findings
cancer-ici-response,LIHC/PD-L1,LIHC,PD-L1,ORR,17.0,DOI:10.1056/EVIDoa2100070,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response,LUAD/PD-1,LUAD,PD-1,ORR,19.0,PMID:26412456,prior_locator_verified,Results > Efficacy,
cancer-ici-response,LUAD/PD-1+CTLA-4,LUAD,PD-1+CTLA-4,ORR,35.9,PMID:31562796,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response,NSCLC/PD-L1,NSCLC,PD-L1,ORR,38.3,PMID:32997907,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response,LUAD_STK11,LUAD_STK11,,ORR,,PMID:29773717,audited_gap,,
cancer-ici-response,LUSC/PD-1,LUSC,PD-1,ORR,20.0,PMID:26028407,prior_locator_verified,Table 2,
cancer-ici-response,MBL,MBL,,ORR,,PMID:36808285,audited_gap,,
cancer-ici-response,MDS/PD-1,MDS,PD-1,ORR,0.0,DOI:10.1080/10428194.2022.2034155,prior_locator_verified,"Table 3; Results, Efficacy",
cancer-ici-response,MENINGIOMA/PD-1,MENINGIOMA,PD-1,ORR,0.0,PMID:35289329,prior_locator_source_section,Abstract,numeric_source_location_not_verified
cancer-ici-response,MESO/PD-1,MESO,PD-1,ORR,8.5,PMID:33836153,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response,MESO/PD-1+CTLA-4,MESO,PD-1+CTLA-4,ORR,40.0,PMID:33485464,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response,MESO/PD-L1,MESO,PD-L1,ORR,9.0,PMID:30605211,prior_locator_verified,"Abstract, Results",
cancer-ici-response,MM/PD-1,MM,PD-1,ORR,0.0,PMID:30937889,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response,NBL/PD-1,NBL,PD-1,ORR,0.0,PMID:31812554,prior_locator_verified,Table 1; Table 4 footnote; Results,
cancer-ici-response,NEN_EXTRAPULMONARY_HG/PD-1,NEN_EXTRAPULMONARY_HG,PD-1,ORR,3.4,DOI:10.1038/s41416-020-0775-0,prior_locator_verified,Table 2,
cancer-ici-response,NEC_LUNG_LARGECELL/PD-1,NEC_LUNG_LARGECELL,PD-1,ORR,29.4,PMID:34590004,prior_locator_located_unverified,Results > Efficacy of Nivolumab,numeric_source_location_not_verified
cancer-ici-response,NEC_MERKEL/PD-1,NEC_MERKEL,PD-1,ORR,56.0,PMID:30726175,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response,NEC_MERKEL/PD-L1,NEC_MERKEL,PD-L1,ORR,31.8,PMID:27592805,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response,NET_NONPANCREATIC/PD-1+CTLA-4,NET_NONPANCREATIC,PD-1+CTLA-4,ORR,0.0,PMID:31969335,prior_locator_verified,"Abstract, Results:",
cancer-ici-response,NET_PANCREAS/PD-1+CTLA-4,NET_PANCREAS,PD-1+CTLA-4,ORR,11.0,PMID:40588371,prior_locator_verified,"Abstract, Results",
cancer-ici-response,NPC/PD-1,NPC,PD-1,ORR,25.9,PMID:28837405,prior_locator_verified,Abstract,
cancer-ici-response,OV/PD-1,OV,PD-1,ORR,8.0,PMID:31046082,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response,OV/PD-L1,OV,PD-L1,ORR,9.6,PMID:30676622,prior_locator_verified,"Abstract, Findings",
cancer-ici-response,PAAD/PD-1,PAAD,PD-1,ORR,0.0,PMID:30557521,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response,PCPG/PD-1,PCPG,PD-1,ORR,9.0,DOI:10.3390/cancers12082307,prior_locator_verified,Abstract,
cancer-ici-response,PMBCL/PD-1,PMBCL,PD-1,ORR,41.5,PMID:37130017,prior_locator_verified,Results and discussion,
cancer-ici-response,PRAD/PD-1,PRAD,PD-1,ORR,5,PMID:31774688,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response,READ,READ,,ORR,,PMID:33264544,audited_gap,,
cancer-ici-response,READ_MSS/PD-1,READ_MSS,PD-1,ORR,0.0,PMID:26028255,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response,SARC_ANGIO/PD-1+CTLA-4,SARC_ANGIO,PD-1+CTLA-4,ORR,25.0,PMID:34380663,prior_locator_verified,"Abstract, Results",
cancer-ici-response,SARC_ASPS/PD-L1,SARC_ASPS,PD-L1,ORR,37.0,PMID:37672694,prior_locator_source_section,"Abstract, RESULTS",numeric_source_location_not_verified
cancer-ici-response,SARC_CHON/PD-1,SARC_CHON,PD-1,ORR,20,PMID:28988646,prior_locator_verified,RESULTS,small_denominator
cancer-ici-response,SARC_CHOR/PD-1,SARC_CHOR,PD-1,ORR,12.0,PMID:37429302,prior_locator_verified,"Abstract, Findings",
cancer-ici-response,SARC_DDLPS/PD-1,SARC_DDLPS,PD-1,ORR,10,DOI:10.1200/JCO.2019.37.15_suppl.11015,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response,SARC_DSRCT/PD-1,SARC_DSRCT,PD-1,ORR,12.5,PMID:37429302,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified;small_denominator
cancer-ici-response,SARC_EPITH/PD-1,SARC_EPITH,PD-1,ORR,16.7,PMID:37429302,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified;small_denominator
cancer-ici-response,SARC_EWS/PD-1,SARC_EWS,PD-1,ORR,0.0,PMID:28988646,prior_locator_verified,"Abstract, Findings:",
cancer-ici-response,SARC_GIST/PD-1,SARC_GIST,PD-1,ORR,0.0,PMID:39343511,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified;small_denominator
cancer-ici-response,SARC_KS/PD-1,SARC_KS,PD-1,ORR,62.1,PMID:39356983,prior_locator_verified,"Abstract, RESULTS:",
cancer-ici-response,SARC_LMS/PD-1,SARC_LMS,PD-1,ORR,0.0,PMID:28988646,prior_locator_verified,"Abstract, Findings:",
cancer-ici-response,SARC_MPNST/PD-1,SARC_MPNST,PD-1,ORR,12.5,PMID:41760889,prior_locator_source_section,Abstract,numeric_source_location_not_verified;small_denominator
cancer-ici-response,SARC_OS/PD-1,SARC_OS,PD-1,ORR,5.0,PMID:28988646,prior_locator_verified,RESULTS,
cancer-ici-response,SARC_SMARCA4/PD-1,SARC_SMARCA4,PD-1,ORR,25.0,PMID:37429302,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response,SARC_SYN/PD-1,SARC_SYN,PD-1,ORR,10.0,PMID:28988646,prior_locator_source_section,"Abstract, Findings:",numeric_source_location_not_verified
cancer-ici-response,SARC_UPS/PD-1,SARC_UPS,PD-1,ORR,23,DOI:10.1200/JCO.2019.37.15_suppl.11015,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response,SCLC/PD-1,SCLC,PD-1,ORR,10.0,PMID:27269741,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response,SCLC/PD-1+CTLA-4,SCLC,PD-1+CTLA-4,ORR,23.0,PMID:27269741,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response,SCLC/PD-L1,SCLC,PD-L1,ORR,2.3,PMID:30664989,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response,SKCM/PD-1,SKCM,PD-1,ORR,43.7,PMID:28889792,prior_locator_source_section,"Abstract, RESULTS",numeric_source_location_not_verified
cancer-ici-response,SKCM/PD-1+CTLA-4,SKCM,PD-1+CTLA-4,ORR,57.6,PMID:26027431,prior_locator_verified,Results > Efficacy,
cancer-ici-response,STAD/PD-1,STAD,PD-1,ORR,11.6,PMID:29543932,prior_locator_verified,"Abstract, Findings",
cancer-ici-response,STAD/PD-L1,STAD,PD-L1,ORR,10.0,PMID:30515672,prior_locator_verified,Table 4,
cancer-ici-response,TGCT/PD-1,TGCT,PD-1,ORR,0.0,PMID:29045540,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response,THCA/PD-1,THCA,PD-1,ORR,6.8,DOI:10.1002/cncr.34657,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response,THYM/PD-L1,THYM,PD-L1,ORR,29.0,PMID:31639039,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified;small_denominator
cancer-ici-response,THYMCA/PD-1,THYMCA,PD-1,ORR,22.5,PMID:29395863,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response,UCEC,UCEC,,ORR,,PMID:39847999,audited_gap,,
cancer-ici-response,UCEC_CNH,UCEC_CNH,,ORR,,PMID:39847999,audited_gap,,
cancer-ici-response,UCEC_CNL,UCEC_CNL,,ORR,,PMID:39847999,audited_gap,,
cancer-ici-response,UCEC_MSI/PD-1,UCEC_MSI,PD-1,ORR,48,PMID:39847999,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response,UCEC_POLE,UCEC_POLE,,ORR,,PMID:27159395,audited_gap,,
cancer-ici-response,UVM/PD-1,UVM,PD-1,ORR,11.7,PMID:31175402,prior_locator_verified,"Results, Figure 1; Patients and methods, Treatment and study design",
cancer-ici-response,VSCC/PD-1,VSCC,PD-1,ORR,10.9,PMID:35361487,prior_locator_verified,"Abstract, Results",
cancer-ici-response,cSCC/PD-1,cSCC,PD-1,ORR,34.3,PMID:32673170,prior_locator_verified,RESULTS > Efficacy,
cancer-ici-response,CRC,CRC,,ORR,,,audited_gap,,
cancer-ici-response,RCC,RCC,,ORR,,,audited_gap,,
cancer-ici-response,BRCA,BRCA,,ORR,,,audited_gap,,
cancer-ici-response,SARC,SARC,,ORR,,,audited_gap,,
cancer-ici-response,STAD_MSI/PD-1,STAD_MSI,PD-1,ORR,57.1,PMID:29543932,prior_locator_verified,"Results, Microsatellite Instability",small_denominator
cancer-ici-response,BRCA_Basal,BRCA_Basal,,ORR,,,audited_gap,,
cancer-apd1-response,SKCM/PD-1,SKCM,PD-1,ORR,43.7,PMID:28889792,prior_locator_source_section,"Abstract, RESULTS",numeric_source_location_not_verified
cancer-apd1-response,LUAD/PD-1,LUAD,PD-1,ORR,19.0,PMID:26412456,prior_locator_verified,Results > Efficacy,
cancer-apd1-response,LUSC/PD-1,LUSC,PD-1,ORR,20.0,PMID:26028407,prior_locator_verified,Table 2,
cancer-apd1-response,LUAD_STK11,LUAD_STK11,,ORR,,PMID:29773717,audited_gap,,
cancer-apd1-response,HNSC/PD-1,HNSC,PD-1,ORR,19.0,PMID:31679945,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified;response_denominator_missing
cancer-apd1-response,KIRC/PD-1,KIRC,PD-1,ORR,25.0,PMID:26406148,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,BLCA/PD-1,BLCA,PD-1,ORR,28.6,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,COAD,COAD,,ORR,,PMID:33264544,audited_gap,,
cancer-apd1-response,READ,READ,,ORR,,PMID:33264544,audited_gap,,
cancer-apd1-response,STAD/PD-1,STAD,PD-1,ORR,11.6,PMID:29543932,prior_locator_verified,"Abstract, Findings",
cancer-apd1-response,LIHC/PD-1,LIHC,PD-1,ORR,20.0,PMID:28434648,prior_locator_verified,Results,
cancer-apd1-response,ESCA/PD-1,ESCA,PD-1,ORR,19.3,PMID:31582355,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-apd1-response,CESC/PD-1,CESC,PD-1,ORR,14.6,PMID:30943124,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,HL/PD-1,HL,PD-1,ORR,71.2,PMID:37530622,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,NEC_MERKEL/PD-1,NEC_MERKEL,PD-1,ORR,56.0,PMID:30726175,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,BRCA_TNBC/PD-1,BRCA_TNBC,PD-1,ORR,5.3,PMID:30475950,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,SCLC/PD-1,SCLC,PD-1,ORR,10.0,PMID:27269741,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-apd1-response,MESO/PD-1,MESO,PD-1,ORR,8.5,PMID:33836153,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-apd1-response,NPC/PD-1,NPC,PD-1,ORR,25.9,PMID:28837405,prior_locator_verified,Abstract,
cancer-apd1-response,PRAD/PD-1,PRAD,PD-1,ORR,5,PMID:31774688,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,PAAD/PD-1,PAAD,PD-1,ORR,0.0,PMID:30557521,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-apd1-response,GBM/PD-1,GBM,PD-1,ORR,7.8,PMID:32437507,prior_locator_verified,"Results, response-evaluable population",
cancer-apd1-response,CRC_MSI/PD-1,CRC_MSI,PD-1,ORR,43.8,PMID:33264544,prior_locator_verified,Table 2,
cancer-apd1-response,COAD_MSS/PD-1,COAD_MSS,PD-1,ORR,0.0,PMID:26028255,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,READ_MSS/PD-1,READ_MSS,PD-1,ORR,0.0,PMID:26028255,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,UCEC_MSI/PD-1,UCEC_MSI,PD-1,ORR,48,PMID:39847999,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-apd1-response,UCEC_POLE,UCEC_POLE,,ORR,,PMID:27159395,audited_gap,,
cancer-apd1-response,UCEC_CNL,UCEC_CNL,,ORR,,PMID:39847999,audited_gap,,
cancer-apd1-response,UCEC_CNH,UCEC_CNH,,ORR,,PMID:39847999,audited_gap,,
cancer-apd1-response,OV/PD-1,OV,PD-1,ORR,8.0,PMID:31046082,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-apd1-response,HNSC_HPVpos/PD-1,HNSC_HPVpos,PD-1,ORR,24.0,PMID:29955135,prior_locator_verified,Table 3,
cancer-apd1-response,HNSC_HPVneg/PD-1,HNSC_HPVneg,PD-1,ORR,16,PMID:29955135,prior_locator_verified,Table 3,
cancer-apd1-response,KIRP/PD-1,KIRP,PD-1,ORR,28.8,PMID:33529058,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,KICH/PD-1,KICH,PD-1,ORR,9.5,PMID:33529058,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,RCC_NCC/PD-1,RCC_NCC,PD-1,ORR,26.7,PMID:33529058,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,RCC_NCC_UNCLASSIFIED/PD-1,RCC_NCC_UNCLASSIFIED,PD-1,ORR,30.8,PMID:33529058,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,BTC/PD-1,BTC,PD-1,ORR,5.8,PMID:32359091,prior_locator_verified,Abstract,
cancer-apd1-response,UVM/PD-1,UVM,PD-1,ORR,11.7,PMID:31175402,prior_locator_verified,"Results, Figure 1; Patients and methods, Treatment and study design",
cancer-apd1-response,SARC_UPS/PD-1,SARC_UPS,PD-1,ORR,23,DOI:10.1200/JCO.2019.37.15_suppl.11015,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-apd1-response,SARC_DDLPS/PD-1,SARC_DDLPS,PD-1,ORR,10,DOI:10.1200/JCO.2019.37.15_suppl.11015,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-apd1-response,SARC_SYN/PD-1,SARC_SYN,PD-1,ORR,10.0,PMID:28988646,prior_locator_source_section,"Abstract, Findings:",numeric_source_location_not_verified
cancer-apd1-response,SARC_LMS/PD-1,SARC_LMS,PD-1,ORR,0.0,PMID:28988646,prior_locator_verified,"Abstract, Findings:",
cancer-apd1-response,SARC_OS/PD-1,SARC_OS,PD-1,ORR,5.0,PMID:28988646,prior_locator_verified,RESULTS,
cancer-apd1-response,SARC_MPNST/PD-1,SARC_MPNST,PD-1,ORR,12.5,PMID:41760889,prior_locator_source_section,Abstract,numeric_source_location_not_verified;small_denominator
cancer-apd1-response,SARC_EWS/PD-1,SARC_EWS,PD-1,ORR,0.0,PMID:28988646,prior_locator_verified,"Abstract, Findings:",
cancer-apd1-response,SARC_CHON/PD-1,SARC_CHON,PD-1,ORR,20,PMID:28988646,prior_locator_verified,RESULTS,small_denominator
cancer-apd1-response,SARC_ASPS/PD-L1,SARC_ASPS,PD-L1,ORR,37.0,PMID:37672694,prior_locator_source_section,"Abstract, RESULTS",numeric_source_location_not_verified
cancer-apd1-response,cSCC/PD-1,cSCC,PD-1,ORR,34.3,PMID:32673170,prior_locator_verified,RESULTS > Efficacy,
cancer-apd1-response,BCC/PD-1,BCC,PD-1,ORR,31.0,PMID:34000246,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-apd1-response,ANSC/PD-1,ANSC,PD-1,ORR,24.0,PMID:28223062,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-apd1-response,VSCC/PD-1,VSCC,PD-1,ORR,10.9,PMID:35361487,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,THYMCA/PD-1,THYMCA,PD-1,ORR,22.5,PMID:29395863,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-apd1-response,CTCL/PD-1,CTCL,PD-1,ORR,38.0,PMID:31532724,prior_locator_verified,"Abstract, RESULTS",
cancer-apd1-response,PCPG/PD-1,PCPG,PD-1,ORR,9.0,DOI:10.3390/cancers12082307,prior_locator_verified,Abstract,
cancer-apd1-response,THCA/PD-1,THCA,PD-1,ORR,6.8,DOI:10.1002/cncr.34657,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-apd1-response,NEC_LUNG_LARGECELL/PD-1,NEC_LUNG_LARGECELL,PD-1,ORR,29.4,PMID:34590004,prior_locator_located_unverified,Results > Efficacy of Nivolumab,numeric_source_location_not_verified
cancer-apd1-response,SARC_KS/PD-1,SARC_KS,PD-1,ORR,62.1,PMID:39356983,prior_locator_verified,"Abstract, RESULTS:",
cancer-apd1-response,SARC_CHOR/PD-1,SARC_CHOR,PD-1,ORR,12.0,PMID:37429302,prior_locator_verified,"Abstract, Findings",
cancer-apd1-response,SARC_SMARCA4/PD-1,SARC_SMARCA4,PD-1,ORR,25.0,PMID:37429302,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-apd1-response,SARC_EPITH/PD-1,SARC_EPITH,PD-1,ORR,16.7,PMID:37429302,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified;small_denominator
cancer-apd1-response,SARC_DSRCT/PD-1,SARC_DSRCT,PD-1,ORR,12.5,PMID:37429302,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified;small_denominator
cancer-apd1-response,SARC_GIST/PD-1,SARC_GIST,PD-1,ORR,0.0,PMID:39343511,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified;small_denominator
cancer-apd1-response,TGCT/PD-1,TGCT,PD-1,ORR,0.0,PMID:29045540,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-apd1-response,SGC/PD-1,SGC,PD-1,ORR,4.6,PMID:35777186,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,DLBC/PD-1,DLBC,PD-1,ORR,10.0,PMID:30620669,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,FL/PD-1,FL,PD-1,ORR,4.0,DOI:10.1182/blood.2019004753,prior_locator_verified,Abstract,
cancer-apd1-response,MDS/PD-1,MDS,PD-1,ORR,0.0,DOI:10.1080/10428194.2022.2034155,prior_locator_verified,"Table 3; Results, Efficacy",
cancer-apd1-response,MM/PD-1,MM,PD-1,ORR,0.0,PMID:30937889,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-apd1-response,NBL/PD-1,NBL,PD-1,ORR,0.0,PMID:31812554,prior_locator_verified,Table 1; Table 4 footnote; Results,
cancer-apd1-response,NEN_EXTRAPULMONARY_HG/PD-1,NEN_EXTRAPULMONARY_HG,PD-1,ORR,3.4,DOI:10.1038/s41416-020-0775-0,prior_locator_verified,Table 2,
cancer-apd1-response,CLL/PD-1,CLL,PD-1,ORR,0.0,DOI:10.1182/blood-2017-02-765685,prior_locator_source_section,Abstract,numeric_source_location_not_verified
cancer-apd1-response,MBL,MBL,,ORR,,PMID:36808285,audited_gap,,
cancer-apd1-response,EPN/PD-1,EPN,PD-1,ORR,8.3,PMID:36808285,prior_locator_verified,"Table 1; Results, Biomarker Analyses",
cancer-apd1-response,DIPG,DIPG,,ORR,,PMID:36808285,audited_gap,,
cancer-apd1-response,MENINGIOMA/PD-1,MENINGIOMA,PD-1,ORR,0.0,PMID:35289329,prior_locator_source_section,Abstract,numeric_source_location_not_verified
cancer-apd1-response,ACC/PD-1+CTLA-4,ACC,PD-1+CTLA-4,ORR,14.0,PMID:39067873,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,NET_PANCREAS/PD-1+CTLA-4,NET_PANCREAS,PD-1+CTLA-4,ORR,11.0,PMID:40588371,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,SARC_ANGIO/PD-1+CTLA-4,SARC_ANGIO,PD-1+CTLA-4,ORR,25.0,PMID:34380663,prior_locator_verified,"Abstract, Results",
cancer-apd1-response,ADCC/PD-1+CTLA-4,ADCC,PD-1+CTLA-4,ORR,6.0,DOI:10.1038/s41591-023-02518-x,prior_locator_verified,Results > Study treatment efficacy and toxicity,
cancer-apd1-response,NET_NONPANCREATIC/PD-1+CTLA-4,NET_NONPANCREATIC,PD-1+CTLA-4,ORR,0.0,PMID:31969335,prior_locator_verified,"Abstract, Results:",
cancer-apd1-response,PMBCL/PD-1,PMBCL,PD-1,ORR,41.5,PMID:37130017,prior_locator_verified,Results and discussion,
cancer-apd1-response,ATC/PD-1+CTLA-4,ATC,PD-1+CTLA-4,ORR,30.0,DOI:10.1200/JCO.2020.38.15_suppl.6513,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-apd1-response,UCEC,UCEC,,ORR,,PMID:39847999,audited_gap,,
cancer-apd1-response,STAD_MSI/PD-1,STAD_MSI,PD-1,ORR,57.1,PMID:29543932,prior_locator_verified,"Results, Microsatellite Instability",small_denominator
cancer-apd1-response,BRCA_Basal,BRCA_Basal,,ORR,,,audited_gap,,
cancer-ici-response-estimates,ICI-9593cb18be-01,ACC,PD-1+CTLA-4,ORR,14,PMID:39067873,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-3fbfdb14f2-01,ACC,PD-1+CTLA-4,IRORR,19,PMID:39067873,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-cf2834da47-01,ACC,PD-1+CTLA-4,CBR,24,PMID:39067873,prior_locator_verified,Results > Outcomes,
cancer-ici-response-estimates,ICI-3cd8dbda4b-01,ACC,PD-1+CTLA-4,IRCBR,33,PMID:39067873,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-093ba1859e-01,ACC,PD-1+CTLA-4,PFS,1.8,PMID:39067873,prior_locator_verified,Figure 2,
cancer-ici-response-estimates,ICI-0d56b8bd7a-01,ACC,PD-1+CTLA-4,OS,15.8,PMID:39067873,prior_locator_verified,Figure 2,
cancer-ici-response-estimates,ICI-741bacb100-01,ACC,PD-1+CTLA-4,PFS_RATE,24,PMID:39067873,prior_locator_verified,Figure 2,
cancer-ici-response-estimates,ICI-c9a6b61402-01,ACC,PD-1+CTLA-4,PFS_RATE,33,PMID:39067873,prior_locator_verified,Results > Outcomes,
cancer-ici-response-estimates,ICI-90a426d967-01,ACC,PD-1+CTLA-4,OS_RATE,76,PMID:39067873,prior_locator_verified,Figure 2,
cancer-ici-response-estimates,ICI-1b0fbb70fb-01,SGC,PD-1,ORR,4.6,PMID:35777186,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-9bfcbfbb51-01,SGC,PD-1,CRR,0.9,PMID:35777186,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-071eb5e3c9-01,SGC,PD-1,ORR,10.7,PMID:35777186,prior_locator_verified,"Abstract, Results",response_denominator_missing
cancer-ici-response-estimates,ICI-ace3bf531f-01,SGC,PD-1,ORR,2.6,PMID:35777186,prior_locator_verified,"Abstract, Results",response_denominator_missing
cancer-ici-response-estimates,ICI-7c006ed354-01,SGC,PD-1,DOR,,PMID:35777186,audited_gap,"Abstract, Results",small_denominator
cancer-ici-response-estimates,ICI-94ff54ffd3-01,SGC,PD-1,PFS,4,PMID:35777186,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-be1bcca24f-01,SGC,PD-1,OS,21.1,PMID:35777186,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-2d5cb04e92-01,ACINIC,PD-1+CTLA-4,ORR,16,DOI:10.1038/s41591-023-02518-x,prior_locator_verified,Results > Study treatment efficacy and toxicity,excluded_from_pooling
cancer-ici-response-estimates,ICI-59bed8bbec-01,ACINIC,PD-1+CTLA-4,PFS,2.2,DOI:10.1038/s41591-023-02518-x,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-5c19d1d9a0-01,ADCC,PD-1+CTLA-4,ORR,6,DOI:10.1038/s41591-023-02518-x,prior_locator_verified,Results > Study treatment efficacy and toxicity,
cancer-ici-response-estimates,ICI-9cbaa71858-01,ADCC,PD-1+CTLA-4,PFS,4.4,DOI:10.1038/s41591-023-02518-x,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-cf3b5df820-01,ADCC,PD-1+CTLA-4,ORR,5,PMID:40166913,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-b5cfd95674-01,ADCC,PD-1+CTLA-4,DCR,53,PMID:40166913,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-ceb9c89967-01,ADCC,PD-1+CTLA-4,PFS,8.3,PMID:40166913,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-6ec9bc0a01-01,ADCC,PD-1+CTLA-4,OS,30,PMID:40166913,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-c99b80b7ea-01,ADCC,PD-1,ORR,4.6,PMID:35777186,prior_locator_verified,"Abstract, Results",excluded_from_pooling
cancer-ici-response-estimates,ICI-8624416b0e-01,ANSC,PD-1,ORR,24,PMID:28223062,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-8cd76d5098-01,ANSC,PD-1,CRR,5.4,PMID:28223062,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-943547eb15-01,ANSC,PD-1,PR,18.9,PMID:28223062,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-cfb30dbca5-01,ANSC,PD-1,ORR,11,PMID:35114169,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-024f42b18c-01,ANSC,PD-1,CRR,5,PMID:35114169,prior_locator_verified,Results,
cancer-ici-response-estimates,ICI-6cea9b0699-01,ANSC,PD-1,PR,5,PMID:35114169,prior_locator_verified,Results,
cancer-ici-response-estimates,ICI-3cfe88d14b-01,ANSC,PD-1,PFS,2,PMID:35114169,prior_locator_verified,Results,
cancer-ici-response-estimates,ICI-6222fb6317-01,ANSC,PD-1,OS,11.9,PMID:35114169,prior_locator_verified,Results,
cancer-ici-response-estimates,ICI-31b195fdd0-01,ANSC,PD-1,PFS_RATE,15,PMID:35114169,prior_locator_verified,Results,
